date,body_part,exercise,set_no,weight_kg,reps,volume_kg
2024-10-23,Shoulder,Lateral raises,1,5.0,10.0,50.0
2024-10-23,Shoulder,OHP,4,12.5,8.0,100.0
2024-10-23,Shoulder,Cable crunches,2,45.0,6.0,270.0
2024-10-23,Shoulder,OHP,2,12.5,7.5,93.75
2024-10-23,Shoulder,OHP,1,12.5,8.0,100.0
2024-10-23,Shoulder,Lateral raises,4,5.0,9.5,47.5
2024-10-23,Shoulder,OHP,3,12.5,6.5,81.25
2024-10-23,Shoulder,Cable crunches,3,45.0,8.0,360.0
2024-10-24,Arms,Triceps pushdown,2,30.0,10.0,300.0
2024-10-24,Arms,Hanging leg raise,2,56.0,14.0,784.0
2024-10-24,Arms,Hanging leg raise,1,56.0,16.0,896.0
2024-10-24,Arms,Reverse Forearm curls,4,3.0,17.0,51.0
2024-10-24,Arms,Reverse Forearm curls,3,3.0,19.0,57.0
2024-10-24,Arms,Reverse Forearm curls,2,3.0,19.0,57.0
2024-10-24,Arms,Reverse Forearm curls,1,3.0,23.0,69.0
2024-10-24,Arms,Bayesian curls,4,10.0,7.0,70.0
2024-10-24,Arms,Bayesian curls,3,10.0,7.0,70.0
2024-10-24,Arms,Bayesian curls,2,10.0,8.0,80.0
2024-10-24,Arms,Bayesian curls,1,5.0,11.0,55.0
2024-10-24,Arms,Preacher curls,4,15.0,6.0,90.0
2024-10-24,Arms,Preacher curls,3,15.0,6.0,90.0
2024-10-24,Arms,Preacher curls,2,15.0,6.0,90.0
2024-10-24,Arms,Preacher curls,1,15.0,8.0,120.0
2024-10-24,Arms,Overhead triceps extension,4,15.0,8.0,120.0
2024-10-24,Arms,Overhead triceps extension,3,20.0,6.0,120.0
2024-10-24,Arms,Overhead triceps extension,2,18.0,9.0,162.0
2024-10-24,Arms,Overhead triceps extension,1,14.0,10.0,140.0
2024-10-24,Arms,Triceps pushdown,3,35.0,7.5,262.5
2024-10-24,Arms,Triceps pushdown,1,30.0,10.0,300.0
2024-10-24,Arms,Triceps pushdown,4,36.0,8.0,288.0
2024-10-25,Legs,Leg press,2,60.0,8.0,480.0
2024-10-25,Legs,Calf raises,2,22.5,10.0,225.0
2024-10-25,Legs,Hanging leg raise,2,56.0,11.0,616.0
2024-10-25,Legs,Hanging leg raise,1,56.0,11.0,616.0
2024-10-25,Legs,Calf raises,3,22.5,9.0,202.5
2024-10-25,Legs,Calf raises,1,20.0,11.0,220.0
2024-10-25,Legs,RDL,3,20.0,9.0,180.0
2024-10-25,Legs,RDL,2,20.0,9.0,180.0
2024-10-25,Legs,Lying leg curls,3,20.0,4.5,90.0
2024-10-25,Legs,RDL,1,20.0,9.0,180.0
2024-10-25,Legs,Lying leg curls,1,20.0,7.0,140.0
2024-10-25,Legs,Leg press,3,60.0,8.0,480.0
2024-10-25,Legs,Leg press,1,60.0,8.0,480.0
2024-10-25,Legs,Squat,3,20.0,11.0,220.0
2024-10-25,Legs,Squat,2,20.0,11.0,220.0
2024-10-25,Legs,Squat,1,20.0,10.0,200.0
2024-10-25,Legs,Lying leg curls,2,20.0,6.5,130.0
2024-10-28,Back/Biceps,Alternate biceps curls,1,10.0,6.0,60.0
2024-10-28,Back/Biceps,Cable crunches,1,45.0,10.0,450.0
2024-10-28,Back/Biceps,Cable crunches,2,50.0,10.0,500.0
2024-10-28,Back/Biceps,Alternate biceps curls,2,7.5,8.0,60.0
2024-10-28,Back/Biceps,Cable rows,5,35.0,8.0,280.0
2024-10-28,Back/Biceps,Preacher curls,1,10.0,10.0,100.0
2024-10-28,Back/Biceps,Preacher curls,2,10.0,9.0,90.0
2024-10-28,Back/Biceps,Preacher curls,3,10.0,9.0,90.0
2024-10-28,Back/Biceps,Lat pullover,3,25.0,10.0,250.0
2024-10-28,Back/Biceps,Alternate biceps curls,3,7.5,8.0,60.0
2024-10-28,Back/Biceps,Lat pullover,2,25.0,10.0,250.0
2024-10-28,Back/Biceps,Lat pullover,4,25.0,10.0,250.0
2024-10-28,Back/Biceps,Cable rows,4,35.0,7.0,245.0
2024-10-28,Back/Biceps,Lat pullover,1,25.0,10.0,250.0
2024-10-28,Back/Biceps,Long length pull-ups,2,56.0,7.0,392.0
2024-10-28,Back/Biceps,Lat Pulldown,1,35.0,8.0,280.0
2024-10-28,Back/Biceps,Lat Pulldown,2,35.0,7.0,245.0
2024-10-28,Back/Biceps,Lat Pulldown,3,35.0,7.0,245.0
2024-10-28,Back/Biceps,Long length pull-ups,1,56.0,7.0,392.0
2024-10-28,Back/Biceps,Cable rows,1,35.0,8.0,280.0
2024-10-28,Back/Biceps,Cable rows,2,35.0,8.0,280.0
2024-10-28,Back/Biceps,Cable rows,3,35.0,7.5,262.5
2024-10-28,Back/Biceps,Lat Pulldown,4,35.0,8.0,280.0
2024-10-29,Chest/Triceps,OHP,3,15.0,3.0,45.0
2024-10-29,Chest/Triceps,Overhead triceps extension,3,15.0,10.0,150.0
2024-10-29,Chest/Triceps,OHP,2,15.0,6.0,90.0
2024-10-29,Chest/Triceps,OHP,1,12.5,10.0,125.0
2024-10-29,Chest/Triceps,Cable crunches,2,50.0,10.0,500.0
2024-10-29,Chest/Triceps,Cable crunches,1,50.0,9.0,450.0
2024-10-29,Chest/Triceps,Triceps pushdown,3,30.0,10.0,300.0
2024-10-29,Chest/Triceps,Triceps pushdown,2,30.0,9.0,270.0
2024-10-29,Chest/Triceps,Triceps pushdown,1,25.0,10.0,250.0
2024-10-29,Chest/Triceps,Overhead triceps extension,2,15.0,10.0,150.0
2024-10-29,Chest/Triceps,Flat dumbbell press,3,15.0,9.0,135.0
2024-10-29,Chest/Triceps,Pec dec,3,30.0,7.5,225.0
2024-10-29,Chest/Triceps,Pec dec,2,30.0,7.5,225.0
2024-10-29,Chest/Triceps,Pec dec,1,25.0,10.0,250.0
2024-10-29,Chest/Triceps,Flat dumbbell press,2,15.0,10.0,150.0
2024-10-29,Chest/Triceps,Flat dumbbell press,1,15.0,9.0,135.0
2024-10-29,Chest/Triceps,Incline dumbbell press,3,15.0,9.0,135.0
2024-10-29,Chest/Triceps,Incline dumbbell press,2,15.0,9.0,135.0
2024-10-29,Chest/Triceps,Incline dumbbell press,1,15.0,8.0,120.0
2024-10-29,Chest/Triceps,OHP,4,12.5,9.5,118.75
2024-10-29,Chest/Triceps,Overhead triceps extension,1,15.0,10.0,150.0
2024-10-29,Chest/Triceps,Cable Lateral raises,1,5.0,11.0,55.0
2024-10-29,Chest/Triceps,Cable Lateral raises,3,5.0,11.0,55.0
2024-10-29,Chest/Triceps,Cable Lateral raises,2,5.0,11.0,55.0
2024-10-29,Chest/Triceps,Hanging leg raise,2,56.0,10.0,560.0
2024-10-29,Chest/Triceps,Hanging leg raise,1,56.0,9.0,504.0
2024-10-29,Chest/Triceps,Face pulls,3,30.0,10.0,300.0
2024-10-29,Chest/Triceps,Face pulls,2,30.0,10.0,300.0
2024-10-29,Chest/Triceps,Face pulls,4,30.0,9.5,285.0
2024-10-29,Chest/Triceps,Cable Lateral raises,6,5.0,5.0,25.0
2024-10-29,Chest/Triceps,Cable Lateral raises,5,5.0,5.0,25.0
2024-10-29,Chest/Triceps,Cable Lateral raises,4,5.0,5.0,25.0
2024-10-29,Chest/Triceps,Face pulls,1,25.0,10.0,250.0
2024-11-04,Back,Cable rows,4,35.0,8.0,280.0
2024-11-04,Back,Cable crunches,2,45.0,10.0,450.0
2024-11-04,Back,Cable crunches,1,45.0,10.0,450.0
2024-11-04,Back,Lat pullover,4,32.0,9.0,288.0
2024-11-04,Back,Lat pullover,3,32.0,8.0,256.0
2024-11-04,Back,Lat pullover,2,32.0,8.0,256.0
2024-11-04,Back,Lat pullover,1,27.0,10.0,270.0
2024-11-04,Back,Cable rows,3,35.0,8.0,280.0
2024-11-04,Back,Lat Pulldown,4,35.0,7.5,262.5
2024-11-04,Back,Cable rows,1,35.0,8.0,280.0
2024-11-04,Back,Lat Pulldown,3,35.0,7.0,245.0
2024-11-04,Back,Lat Pulldown,2,35.0,8.0,280.0
2024-11-04,Back,Lat Pulldown,1,35.0,8.0,280.0
2024-11-04,Back,Long length pull-ups,2,56.0,8.0,448.0
2024-11-04,Back,Long length pull-ups,1,56.0,9.0,504.0
2024-11-04,Back,Cable rows,2,35.0,8.0,280.0
2024-11-05,Chest,Pec dec,1,30.0,8.0,240.0
2024-11-05,Chest,Cable crunches,3,45.0,11.0,495.0
2024-11-05,Chest,Cable crunches,2,45.0,11.0,495.0
2024-11-05,Chest,Cable crunches,1,45.0,11.0,495.0
2024-11-05,Chest,Pec dec,4,30.0,6.0,180.0
2024-11-05,Chest,Pec dec,3,30.0,6.0,180.0
2024-11-05,Chest,Pec dec,2,30.0,7.0,210.0
2024-11-05,Chest,Flat dumbbell press,4,15.0,8.0,120.0
2024-11-05,Chest,Incline dumbbell press,4,15.0,8.0,120.0
2024-11-05,Chest,Flat dumbbell press,2,15.0,9.0,135.0
2024-11-05,Chest,Flat dumbbell press,1,15.0,8.0,120.0
2024-11-05,Chest,Incline dumbbell press,3,15.0,8.0,120.0
2024-11-05,Chest,Incline dumbbell press,2,15.0,8.0,120.0
2024-11-05,Chest,Incline dumbbell press,1,15.0,8.0,120.0
2024-11-05,Chest,Flat dumbbell press,3,15.0,8.0,120.0
2024-11-06,Legs,Calf raises,3,22.5,10.0,225.0
2024-11-06,Legs,Calf raises,2,22.5,10.0,225.0
2024-11-06,Legs,Calf raises,1,20.0,10.0,200.0
2024-11-06,Legs,RDL,4,10.0,10.0,100.0
2024-11-06,Legs,RDL,3,10.0,10.0,100.0
2024-11-06,Legs,RDL,2,10.0,10.0,100.0
2024-11-06,Legs,RDL,1,10.0,10.0,100.0
2024-11-06,Legs,Lying leg curls,3,15.0,5.0,75.0
2024-11-06,Legs,Lying leg curls,2,15.0,6.5,97.5
2024-11-06,Legs,Leg extension,2,25.0,8.0,200.0
2024-11-06,Legs,Leg extension,3,25.0,8.0,200.0
2024-11-06,Legs,Leg extension,1,25.0,9.0,225.0
2024-11-06,Legs,Squat,5,10.0,14.0,140.0
2024-11-06,Legs,Squat,4,30.0,8.0,240.0
2024-11-06,Legs,Squat,3,30.0,8.0,240.0
2024-11-06,Legs,Squat,2,20.0,10.0,200.0
2024-11-06,Legs,Squat,1,20.0,10.0,200.0
2024-11-06,Legs,Cable crunches,2,50.0,10.0,500.0
2024-11-06,Legs,Calf raises,4,22.5,9.0,202.5
2024-11-06,Legs,Lying leg curls,1,20.0,3.0,60.0
2024-11-06,Legs,Cable crunches,1,45.0,10.0,450.0
2024-11-06,Legs,Cable crunches,3,50.0,10.0,500.0
2024-11-07,Arms,Triceps pushdown,1,32.0,10.0,320.0
2024-11-07,Arms,Hanging leg raises,3,56.0,11.0,616.0
2024-11-07,Arms,Hanging leg raises,2,56.0,6.0,336.0
2024-11-07,Arms,Hanging leg raises,1,56.0,10.0,560.0
2024-11-07,Arms,Rev Forearm curls,4,3.0,20.0,60.0
2024-11-07,Arms,Rev Forearm curls,3,3.0,20.0,60.0
2024-11-07,Arms,Rev Forearm curls,2,3.0,20.0,60.0
2024-11-07,Arms,Rev Forearm curls,1,3.0,20.0,60.0
2024-11-07,Arms,Bayesian curls,4,10.0,8.0,80.0
2024-11-07,Arms,Bayesian curls,3,10.0,8.0,80.0
2024-11-07,Arms,Bayesian curls,2,10.0,8.0,80.0
2024-11-07,Arms,Triceps pushdown,2,32.0,12.0,384.0
2024-11-07,Arms,Preacher curls,4,15.0,6.0,90.0
2024-11-07,Arms,Bayesian curls,1,5.0,10.0,50.0
2024-11-07,Arms,Triceps pushdown,3,36.0,9.0,324.0
2024-11-07,Arms,Overhead triceps extension,1,18.0,10.0,180.0
2024-11-07,Arms,Overhead triceps extension,2,18.0,8.0,144.0
2024-11-07,Arms,Triceps pushdown,4,36.0,9.5,342.0
2024-11-07,Arms,Overhead triceps extension,4,18.0,10.0,180.0
2024-11-07,Arms,Preacher curls,1,15.0,8.0,120.0
2024-11-07,Arms,Preacher curls,2,15.0,6.5,97.5
2024-11-07,Arms,Preacher curls,3,15.0,6.0,90.0
2024-11-07,Arms,Overhead triceps extension,3,18.0,10.0,180.0
2024-11-08,Shoulder,Rev pec dec,1,20.0,10.0,200.0
2024-11-08,Shoulder,Cable crunches,3,50.0,11.0,550.0
2024-11-08,Shoulder,Cable crunches,2,50.0,10.0,500.0
2024-11-08,Shoulder,Rev pec dec,4,20.0,7.0,140.0
2024-11-08,Shoulder,Rev pec dec,3,20.0,7.0,140.0
2024-11-08,Shoulder,Rev pec dec,2,20.0,8.0,160.0
2024-11-08,Shoulder,Cable lateral raises,5,5.0,10.0,50.0
2024-11-08,Shoulder,Cable crunches,1,50.0,10.0,500.0
2024-11-08,Shoulder,Cable lateral raises,3,5.0,10.0,50.0
2024-11-08,Shoulder,OHP,1,12.5,10.0,125.0
2024-11-08,Shoulder,OHP,2,12.5,8.0,100.0
2024-11-08,Shoulder,OHP,3,12.5,7.5,93.75
2024-11-08,Shoulder,Cable lateral raises,4,5.0,10.0,50.0
2024-11-08,Shoulder,Cable lateral raises,1,5.0,10.0,50.0
2024-11-08,Shoulder,Cable lateral raises,2,5.0,10.0,50.0
2024-11-08,Shoulder,OHP,4,12.5,8.5,106.25
2024-11-11,Back,Cable rows,4,35.0,8.0,280.0
2024-11-11,Back,Cable crunches,3,50.0,9.0,450.0
2024-11-11,Back,Cable crunches,2,50.0,8.0,400.0
2024-11-11,Back,Cable crunches,1,45.0,11.0,495.0
2024-11-11,Back,Lat pullover,4,25.0,8.0,200.0
2024-11-11,Back,Lat pullover,3,25.0,8.0,200.0
2024-11-11,Back,Lat pullover,2,27.0,10.0,270.0
2024-11-11,Back,Lat pullover,1,23.0,10.0,230.0
2024-11-11,Back,Cable rows,2,35.0,7.0,245.0
2024-11-11,Back,Cable rows,1,35.0,8.0,280.0
2024-11-11,Back,Lat Pulldown,4,40.0,6.0,240.0
2024-11-11,Back,Lat Pulldown,3,40.0,5.5,220.0
2024-11-11,Back,Lat Pulldown,2,40.0,6.0,240.0
2024-11-11,Back,Lat Pulldown,1,35.0,8.0,280.0
2024-11-11,Back,Long length pull-ups,2,56.0,6.5,364.0
2024-11-11,Back,Long length pull-ups,1,56.0,7.0,392.0
2024-11-11,Back,Cable rows,3,35.0,7.0,245.0
2024-11-12,Chest,Flat dumbbell press,2,15.0,8.5,127.5
2024-11-12,Chest,Incline dumbbell press,1,17.5,8.5,148.75
2024-11-12,Chest,Incline dumbbell press,2,17.5,6.5,113.75
2024-11-12,Chest,Incline dumbbell press,3,17.5,6.5,113.75
2024-11-12,Chest,Flat dumbbell press,1,15.0,7.5,112.5
2024-11-12,Chest,Flat dumbbell press,3,15.0,8.5,127.5
2024-11-12,Chest,Pec dec,1,30.0,7.5,225.0
2024-11-12,Chest,Cable crunches,2,50.0,10.0,500.0
2024-11-12,Chest,Pec dec,2,30.0,5.5,165.0
2024-11-12,Chest,Pec dec,3,30.0,6.0,180.0
2024-11-12,Chest,Cable crunches,3,50.0,10.0,500.0
2024-11-12,Chest,Cable crunches,1,50.0,10.0,500.0
2024-11-13,Legs,Cable crunches,2,50.0,8.0,400.0
2024-11-13,Legs,Cable crunches,1,50.0,11.0,550.0
2024-11-13,Legs,Calf raises,3,22.5,8.5,191.25
2024-11-13,Legs,Calf raises,2,22.5,9.0,202.5
2024-11-13,Legs,Calf raises,1,22.5,9.0,202.5
2024-11-13,Legs,RDL / sissy squats,2,20.0,9.0,180.0
2024-11-13,Legs,Squat,3,30.0,10.0,300.0
2024-11-13,Legs,RDL / sissy squats,1,10.0,10.0,100.0
2024-11-13,Legs,Cable crunches,3,50.0,8.0,400.0
2024-11-13,Legs,Lying leg curls,1,20.0,7.0,140.0
2024-11-13,Legs,Leg press,3,60.0,8.0,480.0
2024-11-13,Legs,Leg press,2,60.0,7.0,420.0
2024-11-13,Legs,Leg press,1,60.0,8.0,480.0
2024-11-13,Legs,Squat,2,30.0,14.0,420.0
2024-11-13,Legs,Lying leg curls,3,20.0,6.0,120.0
2024-11-13,Legs,Lying leg curls,2,20.0,5.0,100.0
2024-11-13,Legs,Squat,1,20.0,13.0,260.0
2024-11-14,Arms,Rev pec dec,3,25.0,6.5,162.5
2024-11-14,Arms,OHP,1,12.5,9.5,118.75
2024-11-14,Arms,OHP,2,15.0,6.5,97.5
2024-11-14,Arms,OHP,3,15.0,6.5,97.5
2024-11-14,Arms,Lateral raises,1,5.0,12.0,60.0
2024-11-14,Arms,Lateral raises,2,7.5,4.5,33.75
2024-11-14,Arms,Rev pec dec,1,20.0,10.0,200.0
2024-11-14,Arms,Rev pec dec,2,25.0,8.0,200.0
2024-11-14,Arms,Lateral raises,3,5.0,10.0,50.0
2024-11-14,Arms,Hanging knee raises,1,22.400000000000002,11.0,246.40000000000003
2024-11-14,Arms,Hanging knee raises,2,22.400000000000002,10.0,224.00000000000003
2024-11-14,Arms,Hanging knee raises,3,22.400000000000002,10.0,224.00000000000003
2024-11-14,Arms,Hanging knee raises,4,3.0,7.0,21.0
2024-11-15,Arms,Bayesian curls,3,10.0,8.0,80.0
2024-11-15,Arms,Hanging leg raises,2,3.0,10.0,30.0
2024-11-15,Arms,Hanging leg raises,3,3.0,8.0,24.0
2024-11-15,Arms,Reverse Forearm curls,4,3.0,20.0,60.0
2024-11-15,Arms,Reverse Forearm curls,3,3.0,20.0,60.0
2024-11-15,Arms,Reverse Forearm curls,2,3.0,20.0,60.0
2024-11-15,Arms,Reverse Forearm curls,1,3.0,20.0,60.0
2024-11-15,Arms,Hanging leg raises,1,3.0,7.0,21.0
2024-11-15,Arms,Bayesian curls,2,10.0,7.0,70.0
2024-11-15,Arms,Overhead triceps extension,2,15.0,9.5,142.5
2024-11-15,Arms,Preacher curls,3,15.0,6.5,97.5
2024-11-15,Arms,Preacher curls,2,15.0,6.5,97.5
2024-11-15,Arms,Overhead triceps extension,3,15.0,9.5,142.5
2024-11-15,Arms,Triceps pushdown,3,35.0,7.0,245.0
2024-11-15,Arms,Triceps pushdown,2,35.0,6.5,227.5
2024-11-15,Arms,Triceps pushdown,1,30.0,10.5,315.0
2024-11-15,Arms,Overhead triceps extension,1,15.0,10.0,150.0
2024-11-15,Arms,Bayesian curls,1,10.0,7.5,75.0
2024-11-15,Arms,Preacher curls,1,15.0,7.0,105.0
2024-11-18,Back,Cable rows,3,35.0,8.0,280.0
2024-11-18,Back,Pull ups,1,56.0,7.0,392.0
2024-11-18,Back,Pull ups,2,56.0,6.0,336.0
2024-11-18,Back,Cable rows,1,35.0,7.0,245.0
2024-11-18,Back,Lat Pulldown,3,40.0,6.0,240.0
2024-11-18,Back,Lat pullover,1,25.0,10.0,250.0
2024-11-18,Back,Cable rows,2,35.0,6.0,210.0
2024-11-18,Back,Lat pullover,2,30.0,8.0,240.0
2024-11-18,Back,Lat pullover,3,30.0,7.0,210.0
2024-11-18,Back,Cable crunches,1,50.0,10.0,500.0
2024-11-18,Back,Cable crunches,2,50.0,10.0,500.0
2024-11-18,Back,Cable crunches,3,54.0,8.5,459.0
2024-11-18,Back,Lat Pulldown,2,40.0,6.0,240.0
2024-11-18,Back,Lat Pulldown,1,40.0,7.0,280.0
2024-11-19,Chest,Pec dec,3,30.0,6.0,180.0
2024-11-19,Chest,Incline dumbbell press,1,17.5,7.5,131.25
2024-11-19,Chest,Incline dumbbell press,2,17.5,6.5,113.75
2024-11-19,Chest,Incline dumbbell press,3,17.5,6.0,105.0
2024-11-19,Chest,Flat dumbbell press,1,15.0,9.5,142.5
2024-11-19,Chest,Flat dumbbell press,2,15.0,8.5,127.5
2024-11-19,Chest,Flat dumbbell press,3,15.0,8.5,127.5
2024-11-19,Chest,Pec dec,1,30.0,8.0,240.0
2024-11-19,Chest,Pec dec,2,30.0,6.0,180.0
2024-11-19,Chest,Cable crunches,1,50.0,10.0,500.0
2024-11-19,Chest,Cable crunches,2,54.0,9.0,486.0
2024-11-19,Chest,Cable crunches,3,54.0,9.0,486.0
2024-11-20,Legs,Walking lunges,4,17.5,7.0,122.5
2024-11-20,Legs,Walking lunges,3,12.5,21.0,262.5
2024-11-20,Legs,Walking lunges,5,12.5,21.0,262.5
2024-11-20,Legs,Walking lunges,1,12.5,24.0,300.0
2024-11-20,Legs,T bar squat,1,20.0,11.0,220.0
2024-11-20,Legs,Walking lunges,2,12.5,22.0,275.0
2024-11-20,Legs,T bar squat,2,5.0,12.0,60.0
2024-11-20,Legs,T bar squat,4,10.0,13.0,130.0
2024-11-20,Legs,Cable squats,1,10.0,12.0,120.0
2024-11-20,Legs,Lying leg curls,1,20.0,6.0,120.0
2024-11-20,Legs,Lying leg curls,2,20.0,5.0,100.0
2024-11-20,Legs,Lying leg curls,3,15.0,6.0,90.0
2024-11-20,Legs,Sumo squats,1,12.5,12.0,150.0
2024-11-20,Legs,Sumo squats,2,20.0,11.0,220.0
2024-11-20,Legs,Sumo squats,3,20.0,10.0,200.0
2024-11-20,Legs,Cable squats,2,15.0,10.0,150.0
2024-11-20,Legs,T bar squat,3,10.0,11.0,110.0
2024-11-21,Shoulder,Upright rows,1,10.0,11.0,110.0
2024-11-21,Shoulder,Upright rows,2,10.0,11.0,110.0
2024-11-21,Shoulder,Rope face pulls,3,25.0,11.0,275.0
2024-11-21,Shoulder,Shrugs,1,17.5,10.0,175.0
2024-11-21,Shoulder,Cable front raises,3,14.0,9.0,126.0
2024-11-21,Shoulder,Shrugs,2,17.5,10.0,175.0
2024-11-21,Shoulder,Upright rows,3,15.0,8.0,120.0
2024-11-21,Shoulder,Cable front raises,2,14.0,8.5,119.0
2024-11-21,Shoulder,OHP,3,15.0,6.5,97.5
2024-11-21,Shoulder,Lateral raises,3,5.0,10.0,50.0
2024-11-21,Shoulder,Lateral raises,2,5.0,12.0,60.0
2024-11-21,Shoulder,Lateral raises,1,5.0,11.0,55.0
2024-11-21,Shoulder,OHP,2,15.0,7.5,112.5
2024-11-21,Shoulder,OHP,1,15.0,7.5,112.5
2024-11-21,Shoulder,Rope face pulls,2,25.0,11.0,275.0
2024-11-21,Shoulder,Cable front raises,1,9.0,11.0,99.0
2024-11-21,Shoulder,Rope face pulls,1,20.0,12.0,240.0
2024-11-22,Arms,Overhead triceps extension,3,20.0,6.5,130.0
2024-11-22,Arms,Cable curls,2,15.0,9.0,135.0
2024-11-22,Arms,Cable curls,3,15.0,8.0,120.0
2024-11-22,Arms,Cable curls,1,10.0,14.0,140.0
2024-11-22,Arms,Hammer curls,2,5.0,11.0,55.0
2024-11-22,Arms,Hammer curls,1,3.0,16.0,48.0
2024-11-22,Arms,Lying biceps curls,3,3.0,11.0,33.0
2024-11-22,Arms,Lying biceps curls,2,5.0,8.0,40.0
2024-11-22,Arms,Hammer curls,3,5.0,14.0,70.0
2024-11-22,Arms,Close grip skull crusher into close grip 2/3rd bench,3,15.0,8.0,120.0
2024-11-22,Arms,Close grip skull crusher into close grip 2/3rd bench,2,15.0,8.0,120.0
2024-11-22,Arms,Close grip skull crusher into close grip 2/3rd bench,1,15.0,8.0,120.0
2024-11-22,Arms,Overhead triceps extension,2,20.0,7.5,150.0
2024-11-22,Arms,Overhead triceps extension,1,15.0,11.0,165.0
2024-11-22,Arms,Lying biceps curls,1,3.0,12.0,36.0
2024-11-25,Back,Cable crunches,2,50.0,8.0,400.0
2024-11-25,Back,Long length pull-ups,1,56.0,9.0,504.0
2024-11-25,Back,Long length pull-ups,2,56.0,9.0,504.0
2024-11-25,Back,Long length pull-ups,3,56.0,6.5,364.0
2024-11-25,Back,Lat Pulldown,1,40.0,6.0,240.0
2024-11-25,Back,Lat Pulldown,2,40.0,6.5,260.0
2024-11-25,Back,Lat Pulldown,3,40.0,6.5,260.0
2024-11-25,Back,Cable crunches,1,50.0,10.0,500.0
2024-11-25,Back,Cable crunches,3,45.0,10.0,450.0
2024-11-26,Chest,Incline dumbbell press,1,17.5,7.5,131.25
2024-11-26,Chest,Flat dumbbell press,1,15.0,8.5,127.5
2024-11-26,Chest,Incline dumbbell press,2,17.5,7.0,122.5
2024-11-26,Chest,Incline dumbbell press,3,17.5,6.5,113.75
2024-11-26,Chest,Dips,1,53.199999999999996,10.0,532.0
2024-11-26,Chest,Cable crunches,3,45.0,10.0,450.0
2024-11-26,Chest,Flat dumbbell press,3,15.0,9.0,135.0
2024-11-26,Chest,Cable flies,1,15.0,9.0,135.0
2024-11-26,Chest,Cable flies,2,15.0,10.0,150.0
2024-11-26,Chest,Cable flies,3,15.0,9.5,142.5
2024-11-26,Chest,Dips,2,53.199999999999996,10.0,532.0
2024-11-26,Chest,Dips,3,53.199999999999996,12.0,638.4
2024-11-26,Chest,Cable crunches,1,45.0,10.0,450.0
2024-11-26,Chest,Cable crunches,2,45.0,10.0,450.0
2024-11-26,Chest,Flat dumbbell press,2,15.0,8.5,127.5
2024-11-27,Arms,Preacher curls,2,15.0,7.0,105.0
2024-11-27,Arms,Preacher curls,3,15.0,6.0,90.0
2024-11-27,Arms,Cable forearm curls,1,30.0,12.0,360.0
2024-11-27,Arms,Hanging knee raises,3,22.400000000000002,10.0,224.00000000000003
2024-11-27,Arms,Cable forearm curls,3,30.0,12.0,360.0
2024-11-27,Arms,Hanging knee raises,1,22.400000000000002,10.0,224.00000000000003
2024-11-27,Arms,Preacher curls,1,15.0,6.0,90.0
2024-11-27,Arms,Cable forearm curls,2,30.0,12.0,360.0
2024-11-27,Arms,Incline dumbbell curls,3,10.0,5.0,50.0
2024-11-27,Arms,Skull crusher,1,5.0,10.0,50.0
2024-11-27,Arms,Incline dumbbell curls,1,7.5,10.0,75.0
2024-11-27,Arms,Skull crusher,3,5.0,10.0,50.0
2024-11-27,Arms,Skull crusher,2,5.0,9.0,45.0
2024-11-27,Arms,Triceps pushdown,3,35.0,8.5,297.5
2024-11-27,Arms,Triceps pushdown,2,35.0,10.0,350.0
2024-11-27,Arms,Triceps pushdown,1,30.0,11.0,330.0
2024-11-27,Arms,Overhead triceps extension,3,20.0,7.5,150.0
2024-11-27,Arms,Incline dumbbell curls,2,10.0,5.0,50.0
2024-11-27,Arms,Hanging knee raises,2,22.400000000000002,11.0,246.40000000000003
2024-11-27,Arms,Overhead triceps extension,1,20.0,8.5,170.0
2024-11-27,Legs,Sumo squats into sissy squats,3,20.0,12.0,240.0
2024-11-27,Legs,Cable crunches,2,45.0,11.0,495.0
2024-11-27,Legs,Cable crunches,1,45.0,10.0,450.0
2024-11-27,Legs,Calf raises,3,22.5,10.0,225.0
2024-11-27,Legs,Calf raises,2,22.5,9.0,202.5
2024-11-27,Legs,Calf raises,1,22.5,10.0,225.0
2024-11-27,Legs,Sumo squats into sissy squats,2,20.0,12.0,240.0
2024-11-27,Legs,Sumo squats into sissy squats,1,20.0,12.0,240.0
2024-11-27,Legs,Lying leg curls,3,20.0,5.0,100.0
2024-11-27,Legs,Lying leg curls,4,15.0,6.0,90.0
2024-11-27,Legs,Lying leg curls,1,20.0,7.5,150.0
2024-11-27,Legs,Lunges,3,15.0,16.0,240.0
2024-11-27,Legs,Lunges,2,12.5,20.0,250.0
2024-11-27,Legs,Lunges,1,12.5,18.0,225.0
2024-11-27,Legs,Leg press,3,70.0,7.0,490.0
2024-11-27,Legs,Leg press,2,70.0,6.0,420.0
2024-11-27,Legs,Leg press,1,60.0,7.0,420.0
2024-11-27,Legs,Lying leg curls,2,20.0,6.5,130.0
2024-11-27,Arms,Overhead triceps extension,2,20.0,8.5,170.0
2024-11-28,Shoulder,Shrugs,3,17.5,11.0,192.5
2024-11-28,Shoulder,Shrugs,1,17.5,13.0,227.5
2024-11-28,Shoulder,Shrugs,2,17.5,11.0,192.5
2024-11-28,Shoulder,Dumbbell lateral raises,1,5.0,10.0,50.0
2024-11-28,Shoulder,Hanging leg raises,2,3.0,9.0,27.0
